month,town,flat_type,resale_price,
2020-01,TAMPINES,3 ROOM,338000,
2020-01,TAMPINES,4 ROOM,438000,
2020-01,TAMPINES,4 ROOM,455000,
2020-01,TAMPINES,4 ROOM,445000,
2020-01,TAMPINES,4 ROOM,533000,
2020-01,TAMPINES,4 ROOM,521000,
2020-01,TAMPINES,4 ROOM,575000,
2020-01,TAMPINES,4 ROOM,530000,
2020-01,TAMPINES,4 ROOM,405000,
2020-01,TAMPINES,4 ROOM,415000,
2020-01,TAMPINES,4 ROOM,430000,
2020-01,TAMPINES,4 ROOM,423888,
2020-01,TAMPINES,4 ROOM,490000,
2020-01,TAMPINES,4 ROOM,510000,
2020-01,TAMPINES,4 ROOM,570000,
2020-01,TAMPINES,4 ROOM,590000,
2020-01,TAMPINES,4 ROOM,580000,
2020-01,TAMPINES,4 ROOM,510000,
2020-01,TAMPINES,4 ROOM,555000,
2020-01,TAMPINES,4 ROOM,510000,
2020-01,TAMPINES,4 ROOM,570000,
2020-01,TAMPINES,4 ROOM,650888,
2020-01,TAMPINES,4 ROOM,430000,
2020-01,TAMPINES,4 ROOM,467000,
2020-01,TAMPINES,4 ROOM,422000,
2020-01,TAMPINES,4 ROOM,370000,
2020-01,TAMPINES,4 ROOM,390000,
2020-01,TAMPINES,4 ROOM,390000,
2020-01,TAMPINES,4 ROOM,349000,
2020-01,TAMPINES,4 ROOM,335000,
2020-01,TAMPINES,4 ROOM,400000,
2020-01,TAMPINES,4 ROOM,423000,
2020-01,TAMPINES,4 ROOM,370000,
2020-01,TAMPINES,4 ROOM,400000,
2020-01,TAMPINES,4 ROOM,373000,
2020-01,TAMPINES,4 ROOM,453000,
2020-01,TAMPINES,4 ROOM,415000,
2020-01,TAMPINES,4 ROOM,440000,
2020-01,TAMPINES,4 ROOM,423000,
2020-01,TAMPINES,4 ROOM,405000,
2020-01,TAMPINES,4 ROOM,428000,
2020-01,TAMPINES,4 ROOM,422000,
2020-01,TAMPINES,4 ROOM,390000,
2020-01,TAMPINES,4 ROOM,365000,
2020-01,TAMPINES,4 ROOM,396000,
2020-01,TAMPINES,4 ROOM,360000,
2020-01,TAMPINES,4 ROOM,415000,
2020-01,TAMPINES,4 ROOM,422000,
2020-01,TAMPINES,4 ROOM,398000,
2020-01,TAMPINES,4 ROOM,382000,
2020-01,TAMPINES,4 ROOM,380000,
2020-01,TAMPINES,5 ROOM,780000,
2020-01,TAMPINES,5 ROOM,500000,
2020-01,TAMPINES,5 ROOM,535000,
2020-01,TAMPINES,5 ROOM,575000,
2020-01,TAMPINES,5 ROOM,525000,
2020-01,TAMPINES,5 ROOM,530000,
2020-01,TAMPINES,5 ROOM,500000,
2020-01,TAMPINES,5 ROOM,570000,
2020-01,TAMPINES,5 ROOM,568000,
2020-01,TAMPINES,5 ROOM,505000,
2020-01,TAMPINES,5 ROOM,480000,
2020-01,TAMPINES,5 ROOM,560000,
2020-01,TAMPINES,5 ROOM,500000,
2020-01,TAMPINES,5 ROOM,518000,
2020-01,TAMPINES,5 ROOM,733000,
2020-01,TAMPINES,5 ROOM,718000,
2020-01,TAMPINES,5 ROOM,698888,
2020-01,TAMPINES,5 ROOM,483000,
2020-01,TAMPINES,5 ROOM,554000,
2020-01,TAMPINES,5 ROOM,505000,
2020-01,TAMPINES,5 ROOM,470000,
2020-01,TAMPINES,5 ROOM,545000,
2020-01,TAMPINES,5 ROOM,480000,
2020-01,TAMPINES,5 ROOM,557000,
2020-01,TAMPINES,5 ROOM,550000,
2020-01,TAMPINES,5 ROOM,515000,
2020-01,TAMPINES,5 ROOM,505000,
2020-01,TAMPINES,5 ROOM,475000,
2020-01,TAMPINES,5 ROOM,510000,
2020-01,TAMPINES,5 ROOM,495000,
2020-01,TAMPINES,5 ROOM,525000,
2020-01,TAMPINES,5 ROOM,550000,
2020-01,TAMPINES,5 ROOM,500000,
2020-01,TAMPINES,5 ROOM,520000,
2020-01,TAMPINES,5 ROOM,518000,
2020-01,TAMPINES,EXECUTIVE,745000,
2020-01,TAMPINES,EXECUTIVE,695000,
2020-01,TAMPINES,EXECUTIVE,661888,
2020-01,TAMPINES,EXECUTIVE,812000,
2020-01,TAMPINES,EXECUTIVE,780000,
2020-01,TAMPINES,EXECUTIVE,628888,
2020-01,TAMPINES,EXECUTIVE,665000,
2020-01,TAMPINES,EXECUTIVE,611888,
2020-01,TAMPINES,EXECUTIVE,590000,
2020-01,TAMPINES,EXECUTIVE,750000,
2020-07,TAMPINES,3 ROOM,405000,
2020-07,TAMPINES,3 ROOM,330000,
2020-07,TAMPINES,3 ROOM,350000,
2020-07,TAMPINES,3 ROOM,390000,
2020-07,TAMPINES,3 ROOM,412000,
2020-07,TAMPINES,3 ROOM,410000,
2020-07,TAMPINES,3 ROOM,385000,
2020-07,TAMPINES,3 ROOM,497000,
2020-07,TAMPINES,3 ROOM,460000,
2020-07,TAMPINES,3 ROOM,285000,
2020-07,TAMPINES,3 ROOM,320888,
2020-07,TAMPINES,3 ROOM,309000,
2020-07,TAMPINES,3 ROOM,275000,
2020-07,TAMPINES,3 ROOM,313000,
2020-07,TAMPINES,3 ROOM,315000,
2020-07,TAMPINES,3 ROOM,335000,
2020-07,TAMPINES,3 ROOM,300000,
2020-07,TAMPINES,3 ROOM,340000,
2020-07,TAMPINES,3 ROOM,322000,
2020-07,TAMPINES,3 ROOM,313800,
2020-07,TAMPINES,3 ROOM,260000,
2020-07,TAMPINES,3 ROOM,315000,
2020-07,TAMPINES,3 ROOM,306500,
2020-07,TAMPINES,3 ROOM,338000,
2020-07,TAMPINES,3 ROOM,262000,
2020-07,TAMPINES,3 ROOM,300888,
2020-07,TAMPINES,3 ROOM,390000,
2020-07,TAMPINES,3 ROOM,320000,
2020-07,TAMPINES,3 ROOM,335000,
2020-07,TAMPINES,3 ROOM,305000,
2020-07,TAMPINES,3 ROOM,343000,
2020-07,TAMPINES,3 ROOM,366000,
2020-07,TAMPINES,4 ROOM,655000,
2020-07,TAMPINES,4 ROOM,458000,
2020-07,TAMPINES,4 ROOM,460000,
2020-07,TAMPINES,4 ROOM,395000,
2020-07,TAMPINES,4 ROOM,374000,
2020-07,TAMPINES,4 ROOM,350000,
2020-07,TAMPINES,4 ROOM,464000,
2020-07,TAMPINES,4 ROOM,411000,
2020-07,TAMPINES,4 ROOM,430118,
2020-07,TAMPINES,4 ROOM,430000,
2020-07,TAMPINES,4 ROOM,465000,
2020-07,TAMPINES,4 ROOM,480000,
2020-07,TAMPINES,4 ROOM,505000,
2020-07,TAMPINES,4 ROOM,560000,
2020-07,TAMPINES,4 ROOM,550000,
2020-07,TAMPINES,4 ROOM,558000,
2020-07,TAMPINES,4 ROOM,410000,
2020-07,TAMPINES,4 ROOM,435000,
2020-07,TAMPINES,4 ROOM,435000,
2020-07,TAMPINES,4 ROOM,428000,
2020-07,TAMPINES,4 ROOM,470000,
2020-07,TAMPINES,4 ROOM,545000,
2020-07,TAMPINES,4 ROOM,503000,
2020-07,TAMPINES,4 ROOM,392000,
2020-07,TAMPINES,4 ROOM,458000,
2020-07,TAMPINES,4 ROOM,410000,
2020-07,TAMPINES,4 ROOM,463000,
2020-07,TAMPINES,4 ROOM,578000,
2020-07,TAMPINES,4 ROOM,500000,
2020-07,TAMPINES,4 ROOM,615000,
2020-07,TAMPINES,4 ROOM,365000,
2020-07,TAMPINES,4 ROOM,490000,
2020-07,TAMPINES,4 ROOM,415000,
2020-07,TAMPINES,4 ROOM,450000,
2020-07,TAMPINES,4 ROOM,468500,
2020-07,TAMPINES,4 ROOM,400000,
2020-07,TAMPINES,4 ROOM,385000,
2020-07,TAMPINES,4 ROOM,400000,
2020-07,TAMPINES,4 ROOM,460000,
2020-07,TAMPINES,4 ROOM,408000,
2020-07,TAMPINES,4 ROOM,430000,
2020-07,TAMPINES,4 ROOM,385000,
2020-07,TAMPINES,4 ROOM,390000,
2020-07,TAMPINES,4 ROOM,420000,
2020-07,TAMPINES,4 ROOM,400000,
2020-07,TAMPINES,4 ROOM,448000,
2020-07,TAMPINES,4 ROOM,393000,
2020-07,TAMPINES,4 ROOM,388000,
2020-07,TAMPINES,4 ROOM,440000,
2020-07,TAMPINES,4 ROOM,405000,
2020-07,TAMPINES,4 ROOM,418000,
2020-07,TAMPINES,4 ROOM,400000,
2020-07,TAMPINES,4 ROOM,400000,
2020-07,TAMPINES,4 ROOM,405000,
2020-07,TAMPINES,4 ROOM,365000,
2020-07,TAMPINES,4 ROOM,405000,
2020-07,TAMPINES,4 ROOM,430000,
2020-07,TAMPINES,4 ROOM,420000,
2020-07,TAMPINES,4 ROOM,440000,
2020-07,TAMPINES,4 ROOM,400000,
2020-07,TAMPINES,4 ROOM,395000,
2020-07,TAMPINES,4 ROOM,450000,
2020-07,TAMPINES,4 ROOM,365000,
2020-07,TAMPINES,4 ROOM,410000,
2020-07,TAMPINES,4 ROOM,374000,
2020-07,TAMPINES,4 ROOM,435000,
2020-07,TAMPINES,4 ROOM,370000,
2020-07,TAMPINES,4 ROOM,416000,
2020-07,TAMPINES,4 ROOM,415000,
2020-07,TAMPINES,4 ROOM,380000,
2020-07,TAMPINES,4 ROOM,440000,
2020-07,TAMPINES,4 ROOM,415000,
2020-07,TAMPINES,4 ROOM,467000,
2020-07,TAMPINES,4 ROOM,395000,
2020-07,TAMPINES,4 ROOM,415000,
2020-07,TAMPINES,4 ROOM,425000,
2020-07,TAMPINES,5 ROOM,690000,
2020-07,TAMPINES,5 ROOM,488000,
2020-07,TAMPINES,5 ROOM,560000,
2020-07,TAMPINES,5 ROOM,545000,
2020-07,TAMPINES,5 ROOM,550000,
2020-07,TAMPINES,5 ROOM,530000,
2020-07,TAMPINES,5 ROOM,520000,
2020-07,TAMPINES,5 ROOM,484000,
2020-07,TAMPINES,5 ROOM,830000,
2020-07,TAMPINES,5 ROOM,700000,
2020-07,TAMPINES,5 ROOM,710000,
2020-07,TAMPINES,5 ROOM,758888,
2020-07,TAMPINES,5 ROOM,580000,
2020-07,TAMPINES,5 ROOM,500000,
2020-07,TAMPINES,5 ROOM,470000,
2020-07,TAMPINES,5 ROOM,505000,
2020-07,TAMPINES,5 ROOM,530000,
2020-07,TAMPINES,5 ROOM,520000,
2020-07,TAMPINES,5 ROOM,570000,
2020-07,TAMPINES,5 ROOM,450000,
2020-07,TAMPINES,5 ROOM,510000,
2020-07,TAMPINES,5 ROOM,525000,
2020-07,TAMPINES,5 ROOM,501688,
2020-07,TAMPINES,5 ROOM,510000,
2020-07,TAMPINES,5 ROOM,550000,
2020-07,TAMPINES,5 ROOM,455000,
2020-07,TAMPINES,5 ROOM,463000,
2020-07,TAMPINES,5 ROOM,460000,
2020-07,TAMPINES,5 ROOM,490000,
2020-07,TAMPINES,5 ROOM,450000,
2020-07,TAMPINES,5 ROOM,530000,
2020-07,TAMPINES,5 ROOM,525000,
2020-07,TAMPINES,5 ROOM,448000,
2020-07,TAMPINES,5 ROOM,480000,
2020-07,TAMPINES,5 ROOM,518000,
2020-07,TAMPINES,5 ROOM,508000,
2020-07,TAMPINES,5 ROOM,527000,
2020-07,TAMPINES,5 ROOM,580000,
2020-07,TAMPINES,5 ROOM,536500,
2020-07,TAMPINES,5 ROOM,538000,
2020-07,TAMPINES,5 ROOM,510000,
2020-07,TAMPINES,5 ROOM,540000,
2020-07,TAMPINES,5 ROOM,625000,
2020-07,TAMPINES,EXECUTIVE,745000,
2020-07,TAMPINES,EXECUTIVE,743000,
2020-07,TAMPINES,EXECUTIVE,725000,
2020-07,TAMPINES,EXECUTIVE,750000,
2020-07,TAMPINES,EXECUTIVE,740000,
2020-07,TAMPINES,EXECUTIVE,675000,
2020-07,TAMPINES,EXECUTIVE,778000,
2020-07,TAMPINES,EXECUTIVE,685000,
2020-07,TAMPINES,EXECUTIVE,680000,
2020-07,TAMPINES,EXECUTIVE,668000,
2020-07,TAMPINES,EXECUTIVE,683000,
2020-07,TAMPINES,EXECUTIVE,610000,
2020-07,TAMPINES,EXECUTIVE,665000,
2020-07,TAMPINES,EXECUTIVE,630000,
2020-07,TAMPINES,EXECUTIVE,615000,
2020-07,TAMPINES,EXECUTIVE,610000,
2020-07,TAMPINES,EXECUTIVE,570000,
2020-07,TAMPINES,EXECUTIVE,720000,
2020-07,TAMPINES,EXECUTIVE,730000,
2021-01,TAMPINES,2 ROOM,238000,
2021-01,TAMPINES,2 ROOM,270000,
2021-01,TAMPINES,3 ROOM,290000,
2021-01,TAMPINES,3 ROOM,301000,
2021-01,TAMPINES,3 ROOM,308000,
2021-01,TAMPINES,3 ROOM,310000,
2021-01,TAMPINES,3 ROOM,315000,
2021-01,TAMPINES,3 ROOM,315000,
2021-01,TAMPINES,3 ROOM,317000,
2021-01,TAMPINES,3 ROOM,318000,
2021-01,TAMPINES,3 ROOM,318000,
2021-01,TAMPINES,3 ROOM,320000,
2021-01,TAMPINES,3 ROOM,320000,
2021-01,TAMPINES,3 ROOM,327000,
2021-01,TAMPINES,3 ROOM,330000,
2021-01,TAMPINES,3 ROOM,335000,
2021-01,TAMPINES,3 ROOM,335000,
2021-01,TAMPINES,3 ROOM,336888,
2021-01,TAMPINES,3 ROOM,338000,
2021-01,TAMPINES,3 ROOM,338000,
2021-01,TAMPINES,3 ROOM,338000,
2021-01,TAMPINES,3 ROOM,340000,
2021-01,TAMPINES,3 ROOM,340000,
2021-01,TAMPINES,3 ROOM,345000,
2021-01,TAMPINES,3 ROOM,350000,
2021-01,TAMPINES,3 ROOM,352000,
2021-01,TAMPINES,3 ROOM,355000,
2021-01,TAMPINES,3 ROOM,358000,
2021-01,TAMPINES,3 ROOM,360000,
2021-01,TAMPINES,3 ROOM,360000,
2021-01,TAMPINES,3 ROOM,360000,
2021-01,TAMPINES,3 ROOM,360000,
2021-01,TAMPINES,3 ROOM,360000,
2021-01,TAMPINES,3 ROOM,370000,
2021-01,TAMPINES,4 ROOM,375000,
2021-01,TAMPINES,4 ROOM,380000,
2021-01,TAMPINES,4 ROOM,380000,
2021-01,TAMPINES,4 ROOM,382000,
2021-01,TAMPINES,4 ROOM,386000,
2021-01,TAMPINES,4 ROOM,390000,
2021-01,TAMPINES,3 ROOM,390000,
2021-01,TAMPINES,4 ROOM,390000,
2021-01,TAMPINES,4 ROOM,393000,
2021-01,TAMPINES,3 ROOM,393888,
2021-01,TAMPINES,3 ROOM,395000,
2021-01,TAMPINES,4 ROOM,395000,
2021-01,TAMPINES,3 ROOM,399885,
2021-01,TAMPINES,4 ROOM,400000,
2021-01,TAMPINES,4 ROOM,402000,
2021-01,TAMPINES,3 ROOM,405000,
2021-01,TAMPINES,4 ROOM,410000,
2021-01,TAMPINES,4 ROOM,410000,
2021-01,TAMPINES,3 ROOM,410000,
2021-01,TAMPINES,4 ROOM,410000,
2021-01,TAMPINES,4 ROOM,410000,
2021-01,TAMPINES,4 ROOM,410000,
2021-01,TAMPINES,4 ROOM,412888,
2021-01,TAMPINES,4 ROOM,415000,
2021-01,TAMPINES,4 ROOM,418000,
2021-01,TAMPINES,4 ROOM,418000,
2021-01,TAMPINES,4 ROOM,420000,
2021-01,TAMPINES,4 ROOM,420000,
2021-01,TAMPINES,4 ROOM,420000,
2021-01,TAMPINES,3 ROOM,420000,
2021-01,TAMPINES,4 ROOM,420000,
2021-01,TAMPINES,4 ROOM,420000,
2021-01,TAMPINES,4 ROOM,425000,
2021-01,TAMPINES,4 ROOM,428000,
2021-01,TAMPINES,4 ROOM,430000,
2021-01,TAMPINES,4 ROOM,430000,
2021-01,TAMPINES,4 ROOM,430000,
2021-01,TAMPINES,4 ROOM,430000,
2021-01,TAMPINES,4 ROOM,435000,
2021-01,TAMPINES,4 ROOM,435000,
2021-01,TAMPINES,4 ROOM,435000,
2021-01,TAMPINES,4 ROOM,435000,
2021-01,TAMPINES,4 ROOM,440000,
2021-01,TAMPINES,4 ROOM,440000,
2021-01,TAMPINES,4 ROOM,442000,
2021-01,TAMPINES,4 ROOM,445000,
2021-01,TAMPINES,4 ROOM,445000,
2021-01,TAMPINES,4 ROOM,448000,
2021-01,TAMPINES,4 ROOM,448888,
2021-01,TAMPINES,4 ROOM,450000,
2021-01,TAMPINES,5 ROOM,450000,
2021-01,TAMPINES,4 ROOM,450000,
2021-01,TAMPINES,4 ROOM,450000,
2021-01,TAMPINES,4 ROOM,450000,
2021-01,TAMPINES,4 ROOM,458000,
2021-01,TAMPINES,5 ROOM,460000,
2021-01,TAMPINES,4 ROOM,460000,
2021-01,TAMPINES,4 ROOM,460000,
2021-01,TAMPINES,4 ROOM,460000,
2021-01,TAMPINES,4 ROOM,465000,
2021-01,TAMPINES,4 ROOM,468000,
2021-01,TAMPINES,4 ROOM,468888,
2021-01,TAMPINES,4 ROOM,470000,
2021-01,TAMPINES,3 ROOM,470000,
2021-01,TAMPINES,5 ROOM,475000,
2021-01,TAMPINES,4 ROOM,480000,
2021-01,TAMPINES,5 ROOM,480000,
2021-01,TAMPINES,4 ROOM,480000,
2021-01,TAMPINES,4 ROOM,480000,
2021-01,TAMPINES,4 ROOM,480000,
2021-01,TAMPINES,4 ROOM,488000,
2021-01,TAMPINES,4 ROOM,488000,
2021-01,TAMPINES,5 ROOM,488000,
2021-01,TAMPINES,5 ROOM,490000,
2021-01,TAMPINES,5 ROOM,498000,
2021-01,TAMPINES,3 ROOM,500000,
2021-01,TAMPINES,5 ROOM,500000,
2021-01,TAMPINES,5 ROOM,500000,
2021-01,TAMPINES,5 ROOM,500000,
2021-01,TAMPINES,5 ROOM,506000,
2021-01,TAMPINES,5 ROOM,513000,
2021-01,TAMPINES,4 ROOM,518000,
2021-01,TAMPINES,5 ROOM,519000,
2021-01,TAMPINES,5 ROOM,519000,
2021-01,TAMPINES,5 ROOM,523000,
2021-01,TAMPINES,5 ROOM,525000,
2021-01,TAMPINES,5 ROOM,525000,
2021-01,TAMPINES,5 ROOM,525000,
2021-01,TAMPINES,5 ROOM,530000,
2021-01,TAMPINES,5 ROOM,530000,
2021-01,TAMPINES,4 ROOM,530000,
2021-01,TAMPINES,5 ROOM,535000,
2021-01,TAMPINES,5 ROOM,535000,
2021-01,TAMPINES,5 ROOM,538000,
2021-01,TAMPINES,5 ROOM,538000,
2021-01,TAMPINES,5 ROOM,538000,
2021-01,TAMPINES,5 ROOM,540000,
2021-01,TAMPINES,4 ROOM,545000,
2021-01,TAMPINES,5 ROOM,545000,
2021-01,TAMPINES,5 ROOM,545000,
2021-01,TAMPINES,4 ROOM,546000,
2021-01,TAMPINES,5 ROOM,548000,
2021-01,TAMPINES,4 ROOM,550000,
2021-01,TAMPINES,5 ROOM,550000,
2021-01,TAMPINES,5 ROOM,550000,
2021-01,TAMPINES,4 ROOM,550000,
2021-01,TAMPINES,5 ROOM,555000,
2021-01,TAMPINES,5 ROOM,555000,
2021-01,TAMPINES,5 ROOM,560000,
2021-01,TAMPINES,5 ROOM,565000,
2021-01,TAMPINES,5 ROOM,565000,
2021-01,TAMPINES,5 ROOM,568000,
2021-01,TAMPINES,5 ROOM,570000,
2021-01,TAMPINES,5 ROOM,570000,
2021-01,TAMPINES,4 ROOM,570000,
2021-01,TAMPINES,5 ROOM,572000,
2021-01,TAMPINES,5 ROOM,575000,
2021-01,TAMPINES,5 ROOM,580000,
2021-01,TAMPINES,5 ROOM,600000,
2021-01,TAMPINES,5 ROOM,605000,
2021-01,TAMPINES,EXECUTIVE,610000,
2021-01,TAMPINES,5 ROOM,610000,
2021-01,TAMPINES,5 ROOM,610000,
2021-01,TAMPINES,EXECUTIVE,620000,
2021-01,TAMPINES,EXECUTIVE,625000,
2021-01,TAMPINES,EXECUTIVE,638000,
2021-01,TAMPINES,EXECUTIVE,642000,
2021-01,TAMPINES,5 ROOM,642888,
2021-01,TAMPINES,EXECUTIVE,645000,
2021-01,TAMPINES,EXECUTIVE,650000,
2021-01,TAMPINES,EXECUTIVE,650000,
2021-01,TAMPINES,EXECUTIVE,655000,
2021-01,TAMPINES,EXECUTIVE,670000,
2021-01,TAMPINES,5 ROOM,675000,
2021-01,TAMPINES,5 ROOM,675000,
2021-01,TAMPINES,EXECUTIVE,678888,
2021-01,TAMPINES,EXECUTIVE,685000,
2021-01,TAMPINES,EXECUTIVE,687500,
2021-01,TAMPINES,EXECUTIVE,688000,
2021-01,TAMPINES,EXECUTIVE,695888,
2021-01,TAMPINES,5 ROOM,705000,
2021-01,TAMPINES,EXECUTIVE,705000,
2021-01,TAMPINES,EXECUTIVE,710000,
2021-01,TAMPINES,EXECUTIVE,715000,
2021-01,TAMPINES,5 ROOM,725000,
2021-01,TAMPINES,5 ROOM,730000,
2021-01,TAMPINES,5 ROOM,750000,
2021-01,TAMPINES,5 ROOM,752888,
2021-01,TAMPINES,EXECUTIVE,765000,
2021-01,TAMPINES,EXECUTIVE,768000,
2021-01,TAMPINES,EXECUTIVE,800000,
2021-01,TAMPINES,EXECUTIVE,800000,
2021-01,TAMPINES,EXECUTIVE,808000,
2021-01,TAMPINES,EXECUTIVE,820000,
2021-01,TAMPINES,5 ROOM,825000,
2021-07,TAMPINES,2 ROOM,290000,
2021-07,TAMPINES,2 ROOM,300000,
2021-07,TAMPINES,3 ROOM,330000,
2021-07,TAMPINES,3 ROOM,330000,
2021-07,TAMPINES,3 ROOM,335000,
2021-07,TAMPINES,3 ROOM,335000,
2021-07,TAMPINES,3 ROOM,347000,
2021-07,TAMPINES,3 ROOM,350000,
2021-07,TAMPINES,3 ROOM,350000,
2021-07,TAMPINES,3 ROOM,350000,
2021-07,TAMPINES,3 ROOM,350000,
2021-07,TAMPINES,3 ROOM,352000,
2021-07,TAMPINES,3 ROOM,355000,
2021-07,TAMPINES,3 ROOM,360000,
2021-07,TAMPINES,4 ROOM,360000,
2021-07,TAMPINES,3 ROOM,360000,
2021-07,TAMPINES,3 ROOM,362000,
2021-07,TAMPINES,3 ROOM,362500,
2021-07,TAMPINES,3 ROOM,363000,
2021-07,TAMPINES,3 ROOM,370000,
2021-07,TAMPINES,3 ROOM,370000,
2021-07,TAMPINES,3 ROOM,370000,
2021-07,TAMPINES,3 ROOM,370000,
2021-07,TAMPINES,3 ROOM,370000,
2021-07,TAMPINES,3 ROOM,372000,
2021-07,TAMPINES,3 ROOM,375000,
2021-07,TAMPINES,3 ROOM,380000,
2021-07,TAMPINES,3 ROOM,380000,
2021-07,TAMPINES,4 ROOM,385000,
2021-07,TAMPINES,3 ROOM,395000,
2021-07,TAMPINES,4 ROOM,395000,
2021-07,TAMPINES,4 ROOM,400000,
2021-07,TAMPINES,3 ROOM,408000,
2021-07,TAMPINES,4 ROOM,408000,
2021-07,TAMPINES,4 ROOM,410000,
2021-07,TAMPINES,3 ROOM,410888,
2021-07,TAMPINES,4 ROOM,415000,
2021-07,TAMPINES,4 ROOM,422000,
2021-07,TAMPINES,4 ROOM,430000,
2021-07,TAMPINES,4 ROOM,430800,
2021-07,TAMPINES,4 ROOM,431000,
2021-07,TAMPINES,4 ROOM,435000,
2021-07,TAMPINES,3 ROOM,438000,
2021-07,TAMPINES,4 ROOM,440000,
2021-07,TAMPINES,4 ROOM,440000,
2021-07,TAMPINES,4 ROOM,447000,
2021-07,TAMPINES,4 ROOM,448000,
2021-07,TAMPINES,4 ROOM,450000,
2021-07,TAMPINES,4 ROOM,450000,
2021-07,TAMPINES,4 ROOM,450000,
2021-07,TAMPINES,4 ROOM,455000,
2021-07,TAMPINES,4 ROOM,455000,
2021-07,TAMPINES,4 ROOM,455000,
2021-07,TAMPINES,4 ROOM,457000,
2021-07,TAMPINES,4 ROOM,458000,
2021-07,TAMPINES,4 ROOM,458000,
2021-07,TAMPINES,4 ROOM,458000,
2021-07,TAMPINES,4 ROOM,460000,
2021-07,TAMPINES,4 ROOM,460000,
2021-07,TAMPINES,4 ROOM,460000,
2021-07,TAMPINES,4 ROOM,463000,
2021-07,TAMPINES,4 ROOM,465000,
2021-07,TAMPINES,4 ROOM,465000,
2021-07,TAMPINES,4 ROOM,465000,
2021-07,TAMPINES,4 ROOM,466000,
2021-07,TAMPINES,4 ROOM,472000,
2021-07,TAMPINES,4 ROOM,475000,
2021-07,TAMPINES,4 ROOM,475000,
2021-07,TAMPINES,4 ROOM,480000,
2021-07,TAMPINES,4 ROOM,480000,
2021-07,TAMPINES,4 ROOM,480000,
2021-07,TAMPINES,4 ROOM,480000,
2021-07,TAMPINES,4 ROOM,480000,
2021-07,TAMPINES,4 ROOM,482000,
2021-07,TAMPINES,4 ROOM,482000,
2021-07,TAMPINES,4 ROOM,485000,
2021-07,TAMPINES,4 ROOM,485000,
2021-07,TAMPINES,4 ROOM,488000,
2021-07,TAMPINES,4 ROOM,490000,
2021-07,TAMPINES,5 ROOM,490000,
2021-07,TAMPINES,4 ROOM,492000,
2021-07,TAMPINES,4 ROOM,495000,
2021-07,TAMPINES,3 ROOM,495000,
2021-07,TAMPINES,5 ROOM,495000,
2021-07,TAMPINES,4 ROOM,500000,
2021-07,TAMPINES,4 ROOM,500000,
2021-07,TAMPINES,5 ROOM,500000,
2021-07,TAMPINES,5 ROOM,500000,
2021-07,TAMPINES,4 ROOM,500000,
2021-07,TAMPINES,5 ROOM,506000,
2021-07,TAMPINES,5 ROOM,508000,
2021-07,TAMPINES,4 ROOM,510000,
2021-07,TAMPINES,5 ROOM,512000,
2021-07,TAMPINES,4 ROOM,513000,
2021-07,TAMPINES,4 ROOM,515000,
2021-07,TAMPINES,3 ROOM,515000,
2021-07,TAMPINES,3 ROOM,516000,
2021-07,TAMPINES,4 ROOM,520000,
2021-07,TAMPINES,5 ROOM,520000,
2021-07,TAMPINES,5 ROOM,525000,
2021-07,TAMPINES,4 ROOM,530000,
2021-07,TAMPINES,5 ROOM,530000,
2021-07,TAMPINES,4 ROOM,530000,
2021-07,TAMPINES,5 ROOM,532000,
2021-07,TAMPINES,5 ROOM,535000,
2021-07,TAMPINES,4 ROOM,535000,
2021-07,TAMPINES,4 ROOM,535000,
2021-07,TAMPINES,5 ROOM,539999,
2021-07,TAMPINES,5 ROOM,540000,
2021-07,TAMPINES,5 ROOM,540000,
2021-07,TAMPINES,5 ROOM,540000,
2021-07,TAMPINES,5 ROOM,545000,
2021-07,TAMPINES,5 ROOM,545000,
2021-07,TAMPINES,5 ROOM,550000,
2021-07,TAMPINES,4 ROOM,550000,
2021-07,TAMPINES,5 ROOM,550000,
2021-07,TAMPINES,5 ROOM,550000,
2021-07,TAMPINES,3 ROOM,550000,
2021-07,TAMPINES,5 ROOM,552000,
2021-07,TAMPINES,4 ROOM,555000,
2021-07,TAMPINES,5 ROOM,555000,
2021-07,TAMPINES,5 ROOM,555000,
2021-07,TAMPINES,5 ROOM,555888,
2021-07,TAMPINES,5 ROOM,558000,
2021-07,TAMPINES,5 ROOM,558000,
2021-07,TAMPINES,5 ROOM,558000,
2021-07,TAMPINES,4 ROOM,560000,
2021-07,TAMPINES,5 ROOM,560000,
2021-07,TAMPINES,5 ROOM,560000,
2021-07,TAMPINES,5 ROOM,568000,
2021-07,TAMPINES,5 ROOM,568000,
2021-07,TAMPINES,5 ROOM,568000,
2021-07,TAMPINES,5 ROOM,575000,
2021-07,TAMPINES,5 ROOM,575000,
2021-07,TAMPINES,5 ROOM,580000,
2021-07,TAMPINES,4 ROOM,580000,
2021-07,TAMPINES,5 ROOM,582000,
2021-07,TAMPINES,4 ROOM,585000,
2021-07,TAMPINES,5 ROOM,588000,
2021-07,TAMPINES,5 ROOM,588888,
2021-07,TAMPINES,5 ROOM,590000,
2021-07,TAMPINES,5 ROOM,595000,
2021-07,TAMPINES,5 ROOM,600000,
2021-07,TAMPINES,5 ROOM,605000,
2021-07,TAMPINES,5 ROOM,608000,
2021-07,TAMPINES,4 ROOM,610000,
2021-07,TAMPINES,5 ROOM,610000,
2021-07,TAMPINES,5 ROOM,612500,
